data_source,mode,property_id,analysis_unit_id,resource_family_id,executor_id,dimension,scope,cut,status,upper_bound,relation,assumptions,coverage_gaps,unknown_reasons,evidence_refs
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:78d5af07953ba1d6a89a8927,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5VerifiedCapacity(I)V,family:85d0ebe482ead66a66c130a0,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""exit_state_missing:event:93b14580f15967e031a6979c"", ""exit_state_missing:event:9505e7db455c34a44056d725""]","[""cross_event_propagation_disabled"", ""exit_state_missing:event:93b14580f15967e031a6979c"", ""exit_state_missing:event:9505e7db455c34a44056d725""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5VerifiedCapacity(I)V:family:85d0ebe482ead66a66c130a0:item_size_bytes""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:ed7dffd93ef521ac335076c8,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5VerifiedCapacity(I)V,,executor-contract:e27f73dafac3aa443eb4dfc2,accepted_task_population,executor:executor-contract:e27f73dafac3aa443eb4dfc2,arbitrary_finite_repetitions,unknown,,,"[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""arbitrary_finite_repetitions_of_external_accept""]","[""executor_population_binding_unavailable""]","[""executor_population_binding_unavailable""]","[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:e7afa2ea6bfb6d5f6f3681dc""]"
source_fixture_12_cases,full,resource-property-v1.2:4deca4b5762a993208b6d601,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V,family:b8b0cfac665db69a72b5b1c6,,held_instances,all_exits,all_modeled_exits,unknown,,,[],"[""executor_contract_unresolved"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""executor_contract_unresolved"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""lifecycle-fact:6a309938e926f6a441d60f53""]"
source_fixture_12_cases,full,resource-property-v1.2:6483f20526359b5d362753d9,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V,family:b8b0cfac665db69a72b5b1c6,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""executor_contract_unresolved"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""executor_contract_unresolved"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""lifecycle-fact:6a309938e926f6a441d60f53""]"
source_fixture_12_cases,full,resource-property-v1.2:eb25795cfb7d98228d54a942,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V,family:b8b0cfac665db69a72b5b1c6,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""executor_contract_unresolved"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""executor_contract_unresolved"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""lifecycle-fact:6a309938e926f6a441d60f53""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:4deca4b5762a993208b6d601,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V,family:b8b0cfac665db69a72b5b1c6,,held_instances,all_exits,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""executor_contract_unresolved"", ""exit_state_missing:event:1631a62a5d5a754ec8ec21b2"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""cross_event_propagation_disabled"", ""executor_contract_unresolved"", ""exit_state_missing:event:1631a62a5d5a754ec8ec21b2"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V:family:b8b0cfac665db69a72b5b1c6:held_instances"", ""lifecycle-fact:6a309938e926f6a441d60f53""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:6483f20526359b5d362753d9,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V,family:b8b0cfac665db69a72b5b1c6,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""executor_contract_unresolved"", ""exit_state_missing:event:1631a62a5d5a754ec8ec21b2"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""cross_event_propagation_disabled"", ""executor_contract_unresolved"", ""exit_state_missing:event:1631a62a5d5a754ec8ec21b2"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V:family:b8b0cfac665db69a72b5b1c6:item_size_bytes"", ""lifecycle-fact:6a309938e926f6a441d60f53""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:eb25795cfb7d98228d54a942,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V,family:b8b0cfac665db69a72b5b1c6,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""executor_contract_unresolved"", ""exit_state_missing:event:1631a62a5d5a754ec8ec21b2"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""cross_event_propagation_disabled"", ""executor_contract_unresolved"", ""exit_state_missing:event:1631a62a5d5a754ec8ec21b2"", ""exit_state_missing:event:990af77eacd73181fe6cb03f""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s5UnknownCapacity(I)V:family:b8b0cfac665db69a72b5b1c6:close_obligation"", ""lifecycle-fact:6a309938e926f6a441d60f53""]"
source_fixture_12_cases,full,resource-property-v1.2:051eb403248a1bc795f2f38c,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4Direct(I)V,family:87ad539e57ce98fd231c7d0b,,close_obligation,all_exits,all_modeled_exits,bounded,0,,[],[],[],"[""instance:4a8f7bfa9d517e5e0d5aef15""]"
source_fixture_12_cases,full,resource-property-v1.2:20c42b0bf7a47253ca02533d,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4Direct(I)V,family:87ad539e57ce98fd231c7d0b,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,full,resource-property-v1.2:d1d62e46055bb9999cf4385a,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4Direct(I)V,family:87ad539e57ce98fd231c7d0b,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:87ad539e57ce98fd231c7d0b""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:051eb403248a1bc795f2f38c,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4Direct(I)V,family:87ad539e57ce98fd231c7d0b,,close_obligation,all_exits,all_modeled_exits,bounded,0,,[],[],[],"[""instance:4a8f7bfa9d517e5e0d5aef15""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:20c42b0bf7a47253ca02533d,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4Direct(I)V,family:87ad539e57ce98fd231c7d0b,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:d1d62e46055bb9999cf4385a,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4Direct(I)V,family:87ad539e57ce98fd231c7d0b,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:87ad539e57ce98fd231c7d0b""]"
source_fixture_12_cases,full,resource-property-v1.2:324c99a8b241131e5d1c4fd4,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V,family:1dd99b03185ca3a47af58b39,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:1dd99b03185ca3a47af58b39""]"
source_fixture_12_cases,full,resource-property-v1.2:47672930775250658d317dd2,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V,family:1dd99b03185ca3a47af58b39,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,full,resource-property-v1.2:c04b10909f1696ebf4f07686,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V,family:1dd99b03185ca3a47af58b39,,close_obligation,all_exits,all_modeled_exits,bounded,0,,[],[],[],"[""instance:36797fc815902264661fb558""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:324c99a8b241131e5d1c4fd4,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V,family:1dd99b03185ca3a47af58b39,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled""]","[""cross_event_propagation_disabled""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V:family:1dd99b03185ca3a47af58b39:item_size_bytes""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:47672930775250658d317dd2,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V,family:1dd99b03185ca3a47af58b39,,held_instances,all_exits,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled""]","[""cross_event_propagation_disabled""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V:family:1dd99b03185ca3a47af58b39:held_instances""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:c04b10909f1696ebf4f07686,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V,family:1dd99b03185ca3a47af58b39,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled""]","[""cross_event_propagation_disabled""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s4DepthTwo(I)V:family:1dd99b03185ca3a47af58b39:close_obligation""]"
source_fixture_12_cases,full,resource-property-v1.2:62d5c0e0eb3d1109731d66ac,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3MissingExceptionalClose(I)V,family:10879d6ceceb60a37af613ab,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:10879d6ceceb60a37af613ab""]"
source_fixture_12_cases,full,resource-property-v1.2:a88d058863bf2cde78d06127,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3MissingExceptionalClose(I)V,family:10879d6ceceb60a37af613ab,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,full,resource-property-v1.2:c25f32e7b673b93a978a7376,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3MissingExceptionalClose(I)V,family:10879d6ceceb60a37af613ab,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""release_missing_exceptional_path""]","[""release_missing_exceptional_path""]","[""lifecycle-fact:9b43ea092b5ae21f49592479""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:62d5c0e0eb3d1109731d66ac,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3MissingExceptionalClose(I)V,family:10879d6ceceb60a37af613ab,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:10879d6ceceb60a37af613ab""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:a88d058863bf2cde78d06127,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3MissingExceptionalClose(I)V,family:10879d6ceceb60a37af613ab,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:c25f32e7b673b93a978a7376,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3MissingExceptionalClose(I)V,family:10879d6ceceb60a37af613ab,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""release_missing_exceptional_path""]","[""release_missing_exceptional_path""]","[""lifecycle-fact:9b43ea092b5ae21f49592479""]"
source_fixture_12_cases,full,resource-property-v1.2:11a62f5c478f29c35e6ca23e,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3AllExitsClose(I)V,family:59763f737eedd460d88db5a5,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:59763f737eedd460d88db5a5""]"
source_fixture_12_cases,full,resource-property-v1.2:65830750b21ee0d4a4595f89,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3AllExitsClose(I)V,family:59763f737eedd460d88db5a5,,close_obligation,all_exits,all_modeled_exits,bounded,0,,[],[],[],"[""instance:d5dc737db520c469b05655af""]"
source_fixture_12_cases,full,resource-property-v1.2:c3dde46682249fe39e7652d9,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3AllExitsClose(I)V,family:59763f737eedd460d88db5a5,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:11a62f5c478f29c35e6ca23e,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3AllExitsClose(I)V,family:59763f737eedd460d88db5a5,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:59763f737eedd460d88db5a5""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:65830750b21ee0d4a4595f89,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3AllExitsClose(I)V,family:59763f737eedd460d88db5a5,,close_obligation,all_exits,all_modeled_exits,bounded,0,,[],[],[],"[""instance:d5dc737db520c469b05655af""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:c3dde46682249fe39e7652d9,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s3AllExitsClose(I)V,family:59763f737eedd460d88db5a5,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,full,resource-property-v1.2:05b5a7149982b69e152e2ace,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,held_instances,all_tasks_terminated_after_request,all_tasks_terminated_after_request,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""family:2bf23d51a18e1af4fa3d0455"", ""instance:8b31a32d2e2dbdd66fb11e15"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:46c0479c60fed2969186f9ac"", ""lifecycle-fact:5312ffa37588e0637efd619d"", ""lifecycle-fact:a7f479a28011527e797b9b41"", ""lifecycle-fact:b2d5a265f414d7e667871a91"", ""lifecycle-fact:c12a01cd8789fb9a85234abb""]"
source_fixture_12_cases,full,resource-property-v1.2:0963eff060ebbd6904b5fd98,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,held_instances,after_task_termination:task:e15c601ee12964deed6200da:normal,after_task_termination:normal,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""family:2bf23d51a18e1af4fa3d0455"", ""instance:8b31a32d2e2dbdd66fb11e15"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:5312ffa37588e0637efd619d"", ""lifecycle-fact:a7f479a28011527e797b9b41"", ""lifecycle-fact:b2d5a265f414d7e667871a91"", ""lifecycle-fact:c12a01cd8789fb9a85234abb""]"
source_fixture_12_cases,full,resource-property-v1.2:0f560ace733b0111554eb2d3,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a"", ""task_cancellation_unmodeled:task:e15c601ee12964deed6200da"", ""task_rejection_continuation_unknown:task:e15c601ee12964deed6200da"", ""task_termination_not_guaranteed:task:e15c601ee12964deed6200da""]","[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a"", ""task_cancellation_unmodeled:task:e15c601ee12964deed6200da"", ""task_rejection_continuation_unknown:task:e15c601ee12964deed6200da"", ""task_termination_not_guaranteed:task:e15c601ee12964deed6200da""]","[""lifecycle-fact:18fe4ae7664f717736cf33c0""]"
source_fixture_12_cases,full,resource-property-v1.2:42a2a2b960837769f5b620cc,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,close_obligation,all_tasks_terminated_after_request,all_tasks_terminated_after_request,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""family:2bf23d51a18e1af4fa3d0455"", ""instance:8b31a32d2e2dbdd66fb11e15"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:46c0479c60fed2969186f9ac"", ""lifecycle-fact:5312ffa37588e0637efd619d"", ""lifecycle-fact:a7f479a28011527e797b9b41"", ""lifecycle-fact:b2d5a265f414d7e667871a91"", ""lifecycle-fact:c12a01cd8789fb9a85234abb""]"
source_fixture_12_cases,full,resource-property-v1.2:7dbcf4cf2f14eb8bd8b62e7c,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,close_obligation,after_task_termination:task:e15c601ee12964deed6200da:exceptional,after_task_termination:exceptional,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""family:2bf23d51a18e1af4fa3d0455"", ""instance:8b31a32d2e2dbdd66fb11e15"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:46c0479c60fed2969186f9ac"", ""lifecycle-fact:5312ffa37588e0637efd619d"", ""lifecycle-fact:b2d5a265f414d7e667871a91"", ""lifecycle-fact:c12a01cd8789fb9a85234abb""]"
source_fixture_12_cases,full,resource-property-v1.2:b7ebea34c2e3ff1aa1ae64f7,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,close_obligation,after_task_termination:task:e15c601ee12964deed6200da:normal,after_task_termination:normal,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""family:2bf23d51a18e1af4fa3d0455"", ""instance:8b31a32d2e2dbdd66fb11e15"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:5312ffa37588e0637efd619d"", ""lifecycle-fact:a7f479a28011527e797b9b41"", ""lifecycle-fact:b2d5a265f414d7e667871a91"", ""lifecycle-fact:c12a01cd8789fb9a85234abb""]"
source_fixture_12_cases,full,resource-property-v1.2:c9afe19b6174e2741059e1b9,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,held_instances,task_queue:executor-contract:e27f73dafac3aa443eb4dfc2:holder:533e3948262d69818c3aa1f8:event:909c6b26395495eb1d05ffc5,all_modeled_exits,unknown,,,[],"[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:46c0479c60fed2969186f9ac"", ""lifecycle-fact:4e71b0b19794e4a388a218ca"", ""lifecycle-fact:a7f479a28011527e797b9b41""]"
source_fixture_12_cases,full,resource-property-v1.2:cd9c243dbcd421df1b8e295b,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]",[]
source_fixture_12_cases,full,resource-property-v1.2:ea20730aa699eb15fdac70bf,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,,executor-contract:e27f73dafac3aa443eb4dfc2,accepted_task_population,executor:executor-contract:e27f73dafac3aa443eb4dfc2,arbitrary_finite_repetitions,bounded,5,"q<=K, a<=W, q+a<=K+W","[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""arbitrary_finite_repetitions_of_external_accept""]",[],[],"[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:46c0479c60fed2969186f9ac"", ""lifecycle-fact:4e71b0b19794e4a388a218ca"", ""lifecycle-fact:a7f479a28011527e797b9b41""]"
source_fixture_12_cases,full,resource-property-v1.2:f0036c00c6a1faddee235367,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,held_instances,after_task_termination:task:e15c601ee12964deed6200da:exceptional,after_task_termination:exceptional,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""family:2bf23d51a18e1af4fa3d0455"", ""instance:8b31a32d2e2dbdd66fb11e15"", ""lifecycle-fact:18fe4ae7664f717736cf33c0"", ""lifecycle-fact:46c0479c60fed2969186f9ac"", ""lifecycle-fact:5312ffa37588e0637efd619d"", ""lifecycle-fact:b2d5a265f414d7e667871a91"", ""lifecycle-fact:c12a01cd8789fb9a85234abb""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:0f560ace733b0111554eb2d3,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""async_consumer_contract_unmodeled"", ""cross_event_propagation_disabled"", ""exit_state_missing:event:4a03f4218e6701fc89e41996"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""async_consumer_contract_unmodeled"", ""cross_event_propagation_disabled"", ""exit_state_missing:event:4a03f4218e6701fc89e41996"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V:family:2bf23d51a18e1af4fa3d0455:close_obligation"", ""lifecycle-fact:18fe4ae7664f717736cf33c0""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:c9afe19b6174e2741059e1b9,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,held_instances,task_queue:executor-contract:e27f73dafac3aa443eb4dfc2:holder:533e3948262d69818c3aa1f8:event:909c6b26395495eb1d05ffc5,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""executor_population_binding_unavailable"", ""exit_state_missing:event:4a03f4218e6701fc89e41996"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a"", ""population_induction_unproven"", ""queue_writer_structure_unverified""]","[""cross_event_propagation_disabled"", ""executor_population_binding_unavailable"", ""exit_state_missing:event:4a03f4218e6701fc89e41996"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a"", ""population_induction_unproven"", ""queue_writer_structure_unverified""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V:family:2bf23d51a18e1af4fa3d0455:held_instances"", ""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:4e71b0b19794e4a388a218ca""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:cd9c243dbcd421df1b8e295b,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,family:2bf23d51a18e1af4fa3d0455,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""exit_state_missing:event:4a03f4218e6701fc89e41996"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""cross_event_propagation_disabled"", ""exit_state_missing:event:4a03f4218e6701fc89e41996"", ""exit_state_missing:event:d6c1a178e52d04b41fdf921a""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V:family:2bf23d51a18e1af4fa3d0455:item_size_bytes""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:ea20730aa699eb15fdac70bf,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2TaskOnly(I)V,,executor-contract:e27f73dafac3aa443eb4dfc2,accepted_task_population,executor:executor-contract:e27f73dafac3aa443eb4dfc2,arbitrary_finite_repetitions,unknown,,,"[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""arbitrary_finite_repetitions_of_external_accept""]","[""executor_population_binding_unavailable""]","[""executor_population_binding_unavailable""]","[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:4e71b0b19794e4a388a218ca""]"
