data_source,mode,property_id,analysis_unit_id,resource_family_id,executor_id,dimension,scope,cut,status,upper_bound,relation,assumptions,coverage_gaps,unknown_reasons,evidence_refs
source_fixture_12_cases,full,resource-property-v1.2:1ef0bef5627acd763b41fced,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,held_instances,task_queue:executor-contract:e27f73dafac3aa443eb4dfc2:holder:43a6f73ce67c8122614debee:event:49c42c08a385aa8f4b84eea3,all_modeled_exits,unknown,,,[],"[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:1c55d77002986a2cfe15ee9c"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:ab5d8fd4793140ec472fcbeb"", ""lifecycle-fact:e1eb99ead3e2cf4f8ddcde06""]"
source_fixture_12_cases,full,resource-property-v1.2:3fd510d49e192a16a78e4039,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,close_obligation,all_tasks_terminated_after_request,all_tasks_terminated_after_request,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""family:891e3882fcce7f721cb617cb"", ""instance:02c22a78056f17ce42155c5a"", ""lifecycle-fact:1a31943a56cf363533d54a31"", ""lifecycle-fact:1c55d77002986a2cfe15ee9c"", ""lifecycle-fact:312de07e2dc3dd216f7674cd"", ""lifecycle-fact:375b8b0c7699866102381d7b"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:ab5d8fd4793140ec472fcbeb"", ""lifecycle-fact:b89649522beb9ee182794ac2""]"
source_fixture_12_cases,full,resource-property-v1.2:48cbf5266ba9e41ab4b6e1c6,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,held_instances,after_task_termination:task:c2b55754246726f502532afd:normal,after_task_termination:normal,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""family:891e3882fcce7f721cb617cb"", ""instance:02c22a78056f17ce42155c5a"", ""lifecycle-fact:1a31943a56cf363533d54a31"", ""lifecycle-fact:312de07e2dc3dd216f7674cd"", ""lifecycle-fact:375b8b0c7699866102381d7b"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:ab5d8fd4793140ec472fcbeb"", ""lifecycle-fact:b89649522beb9ee182794ac2""]"
source_fixture_12_cases,full,resource-property-v1.2:6615928961fd4148f8df5bb3,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,close_obligation,after_task_termination:task:c2b55754246726f502532afd:normal,after_task_termination:normal,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""family:891e3882fcce7f721cb617cb"", ""instance:02c22a78056f17ce42155c5a"", ""lifecycle-fact:1a31943a56cf363533d54a31"", ""lifecycle-fact:312de07e2dc3dd216f7674cd"", ""lifecycle-fact:375b8b0c7699866102381d7b"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:ab5d8fd4793140ec472fcbeb"", ""lifecycle-fact:b89649522beb9ee182794ac2""]"
source_fixture_12_cases,full,resource-property-v1.2:7320d35772183aab97fda5aa,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""task_cancellation_unmodeled:task:c2b55754246726f502532afd"", ""task_rejection_continuation_unknown:task:c2b55754246726f502532afd"", ""task_termination_not_guaranteed:task:c2b55754246726f502532afd""]","[""async_consumer_contract_unmodeled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""task_cancellation_unmodeled:task:c2b55754246726f502532afd"", ""task_rejection_continuation_unknown:task:c2b55754246726f502532afd"", ""task_termination_not_guaranteed:task:c2b55754246726f502532afd""]","[""lifecycle-fact:3ef651fd666ed3355472d11e""]"
source_fixture_12_cases,full,resource-property-v1.2:7a31622efca65f1e52309c21,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,,executor-contract:e27f73dafac3aa443eb4dfc2,accepted_task_population,executor:executor-contract:e27f73dafac3aa443eb4dfc2,arbitrary_finite_repetitions,bounded,5,"q<=K, a<=W, q+a<=K+W","[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""arbitrary_finite_repetitions_of_external_accept""]",[],[],"[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:1c55d77002986a2cfe15ee9c"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:ab5d8fd4793140ec472fcbeb"", ""lifecycle-fact:e1eb99ead3e2cf4f8ddcde06""]"
source_fixture_12_cases,full,resource-property-v1.2:96acd4fac59944520642b12e,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,held_instances,all_tasks_terminated_after_request,all_tasks_terminated_after_request,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""family:891e3882fcce7f721cb617cb"", ""instance:02c22a78056f17ce42155c5a"", ""lifecycle-fact:1a31943a56cf363533d54a31"", ""lifecycle-fact:1c55d77002986a2cfe15ee9c"", ""lifecycle-fact:312de07e2dc3dd216f7674cd"", ""lifecycle-fact:375b8b0c7699866102381d7b"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:ab5d8fd4793140ec472fcbeb"", ""lifecycle-fact:b89649522beb9ee182794ac2""]"
source_fixture_12_cases,full,resource-property-v1.2:afaa802a5c5dcdb2809afa0e,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,held_instances,after_task_termination:task:c2b55754246726f502532afd:exceptional,after_task_termination:exceptional,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""family:891e3882fcce7f721cb617cb"", ""instance:02c22a78056f17ce42155c5a"", ""lifecycle-fact:1a31943a56cf363533d54a31"", ""lifecycle-fact:1c55d77002986a2cfe15ee9c"", ""lifecycle-fact:312de07e2dc3dd216f7674cd"", ""lifecycle-fact:375b8b0c7699866102381d7b"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:b89649522beb9ee182794ac2""]"
source_fixture_12_cases,full,resource-property-v1.2:b96b84bd8c8436c69df274a6,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]",[]
source_fixture_12_cases,full,resource-property-v1.2:ded0c88a17b71dc46e3e1293,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,close_obligation,after_task_termination:task:c2b55754246726f502532afd:exceptional,after_task_termination:exceptional,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""exit_state_missing:event:50fb3018b728fd75d1f8bfc6""]","[""family:891e3882fcce7f721cb617cb"", ""instance:02c22a78056f17ce42155c5a"", ""lifecycle-fact:1a31943a56cf363533d54a31"", ""lifecycle-fact:1c55d77002986a2cfe15ee9c"", ""lifecycle-fact:312de07e2dc3dd216f7674cd"", ""lifecycle-fact:375b8b0c7699866102381d7b"", ""lifecycle-fact:3ef651fd666ed3355472d11e"", ""lifecycle-fact:b89649522beb9ee182794ac2""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:1ef0bef5627acd763b41fced,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,held_instances,task_queue:executor-contract:e27f73dafac3aa443eb4dfc2:holder:43a6f73ce67c8122614debee:event:49c42c08a385aa8f4b84eea3,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""executor_population_binding_unavailable"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""exit_state_missing:event:b6c36d4957b3d6755ab4818c"", ""population_induction_unproven"", ""queue_writer_structure_unverified""]","[""cross_event_propagation_disabled"", ""executor_population_binding_unavailable"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""exit_state_missing:event:b6c36d4957b3d6755ab4818c"", ""population_induction_unproven"", ""queue_writer_structure_unverified""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V:family:891e3882fcce7f721cb617cb:held_instances"", ""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:e1eb99ead3e2cf4f8ddcde06""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:7320d35772183aab97fda5aa,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""async_consumer_contract_unmodeled"", ""cross_event_propagation_disabled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""exit_state_missing:event:b6c36d4957b3d6755ab4818c""]","[""async_consumer_contract_unmodeled"", ""cross_event_propagation_disabled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""exit_state_missing:event:b6c36d4957b3d6755ab4818c""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V:family:891e3882fcce7f721cb617cb:close_obligation"", ""lifecycle-fact:3ef651fd666ed3355472d11e""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:7a31622efca65f1e52309c21,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,,executor-contract:e27f73dafac3aa443eb4dfc2,accepted_task_population,executor:executor-contract:e27f73dafac3aa443eb4dfc2,arbitrary_finite_repetitions,unknown,,,"[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""arbitrary_finite_repetitions_of_external_accept""]","[""executor_population_binding_unavailable""]","[""executor_population_binding_unavailable""]","[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:e1eb99ead3e2cf4f8ddcde06""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:b96b84bd8c8436c69df274a6,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V,family:891e3882fcce7f721cb617cb,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""exit_state_missing:event:b6c36d4957b3d6755ab4818c""]","[""cross_event_propagation_disabled"", ""exit_state_missing:event:50fb3018b728fd75d1f8bfc6"", ""exit_state_missing:event:b6c36d4957b3d6755ab4818c""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s2FieldHolder(I)V:family:891e3882fcce7f721cb617cb:item_size_bytes""]"
source_fixture_12_cases,full,resource-property-v1.2:2f39d378f733822447a10c8e,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,close_obligation,after_task_termination:task:4f6d51fe758db93946012085:exceptional,after_task_termination:exceptional,bounded,0,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]",[],[],"[""family:6952e7ab8e630e4a805231dd"", ""instance:6b51ab88a9637b3d460f8fa7"", ""lifecycle-fact:0973d6dbc0bfbdf9e19c6b61"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:2997eabdc0a1b58acafe9b94"", ""lifecycle-fact:342846cbe9216e742d277d15"", ""lifecycle-fact:ffd02a71728a1d53719c08b3""]"
source_fixture_12_cases,full,resource-property-v1.2:56fbc67657d2a77f73e0e165,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,held_instances,after_task_termination:task:4f6d51fe758db93946012085:exceptional,after_task_termination:exceptional,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""no_verified_count_invariant""]","[""no_verified_count_invariant""]","[""family:6952e7ab8e630e4a805231dd"", ""instance:6b51ab88a9637b3d460f8fa7"", ""lifecycle-fact:0973d6dbc0bfbdf9e19c6b61"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:2997eabdc0a1b58acafe9b94"", ""lifecycle-fact:342846cbe9216e742d277d15"", ""lifecycle-fact:ffd02a71728a1d53719c08b3""]"
source_fixture_12_cases,full,resource-property-v1.2:7289e0a224d8a9ba7158686d,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,close_obligation,after_task_termination:task:4f6d51fe758db93946012085:normal,after_task_termination:normal,bounded,0,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]",[],[],"[""family:6952e7ab8e630e4a805231dd"", ""instance:6b51ab88a9637b3d460f8fa7"", ""lifecycle-fact:0973d6dbc0bfbdf9e19c6b61"", ""lifecycle-fact:11d65f8275d306adc9069401"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:2997eabdc0a1b58acafe9b94"", ""lifecycle-fact:ffd02a71728a1d53719c08b3""]"
source_fixture_12_cases,full,resource-property-v1.2:7ac6df6c7640189aaa17c9e7,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,held_instances,after_task_termination:task:4f6d51fe758db93946012085:normal,after_task_termination:normal,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""no_verified_count_invariant""]","[""no_verified_count_invariant""]","[""family:6952e7ab8e630e4a805231dd"", ""instance:6b51ab88a9637b3d460f8fa7"", ""lifecycle-fact:0973d6dbc0bfbdf9e19c6b61"", ""lifecycle-fact:11d65f8275d306adc9069401"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:2997eabdc0a1b58acafe9b94"", ""lifecycle-fact:ffd02a71728a1d53719c08b3""]"
source_fixture_12_cases,full,resource-property-v1.2:c5596374b29d49a91b784259,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,held_instances,task_queue:executor-contract:e27f73dafac3aa443eb4dfc2:holder:563ea5c08626a7785a803845:event:d0c7bb73a74cc06a24fe2b82,all_modeled_exits,bounded,5,,"[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""repeat assumption: arbitrary_finite_repetitions_of_external_accept""]",[],[],"[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:11d65f8275d306adc9069401"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:23e4d065fa70f8ad7102835d"", ""lifecycle-fact:342846cbe9216e742d277d15""]"
source_fixture_12_cases,full,resource-property-v1.2:cf709e5c48fa1285a498c9cb,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,held_instances,all_tasks_terminated_after_request,all_tasks_terminated_after_request,bounded,0,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]",[],[],"[""family:6952e7ab8e630e4a805231dd"", ""instance:6b51ab88a9637b3d460f8fa7"", ""lifecycle-fact:0973d6dbc0bfbdf9e19c6b61"", ""lifecycle-fact:11d65f8275d306adc9069401"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:2997eabdc0a1b58acafe9b94"", ""lifecycle-fact:342846cbe9216e742d277d15"", ""lifecycle-fact:ffd02a71728a1d53719c08b3""]"
source_fixture_12_cases,full,resource-property-v1.2:d996f86fe6c2a009fb1c84ff,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,,executor-contract:e27f73dafac3aa443eb4dfc2,accepted_task_population,executor:executor-contract:e27f73dafac3aa443eb4dfc2,arbitrary_finite_repetitions,bounded,5,"q<=K, a<=W, q+a<=K+W","[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""arbitrary_finite_repetitions_of_external_accept""]",[],[],"[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:11d65f8275d306adc9069401"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:23e4d065fa70f8ad7102835d"", ""lifecycle-fact:342846cbe9216e742d277d15""]"
source_fixture_12_cases,full,resource-property-v1.2:e391998dd8d001167c8be56d,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:6952e7ab8e630e4a805231dd""]"
source_fixture_12_cases,full,resource-property-v1.2:f358ea27962970d7baf5afdb,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,close_obligation,all_tasks_terminated_after_request,all_tasks_terminated_after_request,unknown,,,"[""conditional on reaching the recorded exit slice; termination is not guaranteed"", ""result aggregates independently checked recorded paths, not a single merged trace""]","[""async_consumer_contract_unmodeled""]","[""async_consumer_contract_unmodeled""]","[""family:6952e7ab8e630e4a805231dd"", ""instance:6b51ab88a9637b3d460f8fa7"", ""lifecycle-fact:0973d6dbc0bfbdf9e19c6b61"", ""lifecycle-fact:11d65f8275d306adc9069401"", ""lifecycle-fact:1929f5f89010b6684bb30d78"", ""lifecycle-fact:2997eabdc0a1b58acafe9b94"", ""lifecycle-fact:342846cbe9216e742d277d15"", ""lifecycle-fact:ffd02a71728a1d53719c08b3""]"
source_fixture_12_cases,full,resource-property-v1.2:fca359b78a6c1dc944c212a6,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""async_consumer_contract_unmodeled"", ""task_cancellation_unmodeled:task:4f6d51fe758db93946012085"", ""task_rejection_continuation_unknown:task:4f6d51fe758db93946012085"", ""task_termination_not_guaranteed:task:4f6d51fe758db93946012085""]","[""async_consumer_contract_unmodeled"", ""task_cancellation_unmodeled:task:4f6d51fe758db93946012085"", ""task_rejection_continuation_unknown:task:4f6d51fe758db93946012085"", ""task_termination_not_guaranteed:task:4f6d51fe758db93946012085""]","[""lifecycle-fact:1929f5f89010b6684bb30d78""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:c5596374b29d49a91b784259,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,held_instances,task_queue:executor-contract:e27f73dafac3aa443eb4dfc2:holder:563ea5c08626a7785a803845:event:d0c7bb73a74cc06a24fe2b82,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""executor_population_binding_unavailable"", ""exit_state_missing:event:ae8b3453a6b68245be630529"", ""population_induction_unproven"", ""queue_writer_structure_unverified""]","[""cross_event_propagation_disabled"", ""executor_population_binding_unavailable"", ""exit_state_missing:event:ae8b3453a6b68245be630529"", ""population_induction_unproven"", ""queue_writer_structure_unverified""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V:family:6952e7ab8e630e4a805231dd:held_instances"", ""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:23e4d065fa70f8ad7102835d""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:d996f86fe6c2a009fb1c84ff,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,,executor-contract:e27f73dafac3aa443eb4dfc2,accepted_task_population,executor:executor-contract:e27f73dafac3aa443eb4dfc2,arbitrary_finite_repetitions,unknown,,,"[""q counts accepted tasks in the modeled executor queue"", ""a counts reserved or running tasks in the modeled executor"", ""each external acceptance denotes a fresh task population member"", ""task phase changes do not create a second population member"", ""derived invariants: 0 <= q <= K, 0 <= a <= W, q + a <= K + W"", ""proof is inductive for arbitrary finite repetitions, not one unrolling"", ""arbitrary_finite_repetitions_of_external_accept""]","[""executor_population_binding_unavailable""]","[""executor_population_binding_unavailable""]","[""executor-contract:e27f73dafac3aa443eb4dfc2"", ""lifecycle-fact:23e4d065fa70f8ad7102835d""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:e391998dd8d001167c8be56d,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""cross_event_propagation_disabled"", ""exit_state_missing:event:ae8b3453a6b68245be630529""]","[""cross_event_propagation_disabled"", ""exit_state_missing:event:ae8b3453a6b68245be630529""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V:family:6952e7ab8e630e4a805231dd:item_size_bytes""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:fca359b78a6c1dc944c212a6,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V,family:6952e7ab8e630e4a805231dd,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""async_consumer_contract_unmodeled"", ""cross_event_propagation_disabled"", ""exit_state_missing:event:ae8b3453a6b68245be630529""]","[""async_consumer_contract_unmodeled"", ""cross_event_propagation_disabled"", ""exit_state_missing:event:ae8b3453a6b68245be630529""]","[""ablation:disable-cross-event:java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1TaskWrapped(I)V:family:6952e7ab8e630e4a805231dd:close_obligation"", ""lifecycle-fact:1929f5f89010b6684bb30d78""]"
source_fixture_12_cases,full,resource-property-v1.2:27b02e4efc9bc13ed1f279d3,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1Sync(I)V,family:c9da8829547aba744c5f0d71,,close_obligation,all_exits,all_modeled_exits,bounded,0,,[],[],[],"[""instance:342c6f1be628327fc2c90e65""]"
source_fixture_12_cases,full,resource-property-v1.2:99ecce30fd62dc807971b36d,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1Sync(I)V,family:c9da8829547aba744c5f0d71,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:c9da8829547aba744c5f0d71""]"
source_fixture_12_cases,full,resource-property-v1.2:c285391d6c1354efca1a65ed,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1Sync(I)V,family:c9da8829547aba744c5f0d71,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:27b02e4efc9bc13ed1f279d3,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1Sync(I)V,family:c9da8829547aba744c5f0d71,,close_obligation,all_exits,all_modeled_exits,bounded,0,,[],[],[],"[""instance:342c6f1be628327fc2c90e65""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:99ecce30fd62dc807971b36d,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1Sync(I)V,family:c9da8829547aba744c5f0d71,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:c9da8829547aba744c5f0d71""]"
source_fixture_12_cases,disable_cross_event_propagation,resource-property-v1.2:c285391d6c1354efca1a65ed,java-callable-v1:fixture.lifecyclev11.SourcePairsScale001.s1Sync(I)V,family:c9da8829547aba744c5f0d71,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
project_mixed_inputs,full,resource-property-v1.2:08e9b2ff3ebce5c8a6d41b46,java-callable-v1:fixture.lifecyclev12.MultiResource.twoResources()V,family:53cced109891697b6bc02a74,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:53cced109891697b6bc02a74""]"
project_mixed_inputs,full,resource-property-v1.2:3f13ce78ea98c4554ccd05be,java-callable-v1:fixture.lifecyclev12.MultiResource.twoResources()V,family:53cced109891697b6bc02a74,,close_obligation,all_exits,all_modeled_exits,unknown,,,[],"[""release_missing_exceptional_path""]","[""release_missing_exceptional_path""]","[""lifecycle-fact:e0a269c77541c0ecb76db92b""]"
project_mixed_inputs,full,resource-property-v1.2:a0a5a535d3ffaf6f6844a8e7,java-callable-v1:fixture.lifecyclev12.MultiResource.twoResources()V,family:53cced109891697b6bc02a74,,held_instances,all_exits,all_modeled_exits,bounded,0,,[],[],[],[]
project_mixed_inputs,full,resource-property-v1.2:ab8e9a0df909b3f0f46e2d03,java-callable-v1:fixture.lifecyclev12.MultiResource.twoResources()V,family:affc9c7af3a247565dda004a,,item_size_bytes,per_instance,all_modeled_exits,unknown,,,[],"[""item_size_unknown""]","[""item_size_unknown""]","[""family:affc9c7af3a247565dda004a""]"
